CUSTOMER_ID,LOYALTY_SCORE,PRODUCT_ID,PRODUCT_CATEGORY,PURCHASE_COUNT
C64,10,P26,fruit_veg,34
C64,10,P24,fruit_veg,34
C64,10,P34,fruit_veg,34
C65,2,P27,fruit_veg,100
C65,2,P34,fruit_veg,100
C65,2,P27,fruit_veg,100
C66,10,P38,sweets,96
C66,10,P39,sweets,96
C66,10,P40,sweets,96
C72,5,P10,house,39
C72,5,P10,house,39
C78,9,P48,food,99
C78,9,P57,food,99
C78,9,P46,food,99
C86,8,P38,sweets,80
C88,1,P12,house,114
C100,8,P36,sweets,109
C112,3,P30,fruit_veg,108
C133,3,P37,sweets,114
C133,3,P40,sweets,114
C134,6,P32,fruit_veg,62
C134,6,P22,fruit_veg,62
C135,2,P27,fruit_veg,91
C135,2,P32,fruit_veg,91
C137,9,P31,fruit_veg,116
C137,9,P26,fruit_veg,116
C137,9,P33,fruit_veg,116
C8,7,P23,fruit_veg,113
C8,7,P33,fruit_veg,113
C8,7,P27,fruit_veg,113
C10,5,P06,house,103
C25,9,P37,sweets,124
C25,9,P39,sweets,124
C25,9,P40,sweets,124
C27,10,P36,sweets,95
C28,3,P53,food,94
C28,3,P47,food,94
C28,3,P51,food,94
C52,1,P38,sweets,85
C57,2,P40,sweets,67
C57,2,P36,sweets,67
C62,6,P10,house,102
C62,6,P09,house,102
C64,10,P50,food,34
C76,10,P65,bws,62
C83,8,P01,house,117
C83,8,P02,house,117
C86,8,P51,food,80
C86,8,P44,food,80
C87,3,P09,house,78
C87,3,P10,house,78
C87,3,P10,house,78
C88,1,P03,house,114
C89,8,P26,fruit_veg,96
C90,3,P40,sweets,85
C95,7,P65,bws,37
C96,10,P36,sweets,50
C97,9,P47,food,110
C97,9,P58,food,110
C100,8,P64,bws,109
C100,8,P63,bws,109
C104,7,P12,house,104
C104,7,P04,house,104
C105,8,P24,fruit_veg,122
C105,8,P34,fruit_veg,122
C108,8,P28,fruit_veg,81
C108,8,P25,fruit_veg,81
C108,8,P26,fruit_veg,81
C115,1,P24,fruit_veg,42
C115,1,P26,fruit_veg,42
C115,1,P34,fruit_veg,42
C118,7,P46,food,54
C118,7,P58,food,54
C122,10,P37,sweets,125
C122,10,P37,sweets,125
C122,10,P39,sweets,125
C130,7,P45,food,89
C130,7,P52,food,89
C130,7,P51,food,89
C136,10,P51,food,50
C11,4,P58,food,110
C17,2,P42,food,115
C17,2,P60,food,115
C19,6,P45,food,49
C20,2,P28,fruit_veg,61
C20,2,P22,fruit_veg,61
C20,2,P32,fruit_veg,61
C23,10,P54,food,50
C23,10,P41,food,50
C29,7,P38,sweets,82
C29,7,P39,sweets,82
C33,5,P17,clothes,39
C33,5,P21,clothes,39
C33,5,P15,clothes,39
C38,7,P54,food,100
C38,7,P52,food,100
C41,9,P32,fruit_veg,63
C41,9,P33,fruit_veg,63
C41,9,P30,fruit_veg,63
C66,10,P64,bws,96
C66,10,P62,bws,96
C74,5,P50,food,111
C74,5,P57,food,111
C81,7,P26,fruit_veg,42
C81,7,P24,fruit_veg,42
C81,7,P32,fruit_veg,42
C89,8,P66,bws,96
C96,10,P38,sweets,50
C97,9,P23,fruit_veg,110
C97,9,P33,fruit_veg,110
C97,9,P25,fruit_veg,110
C98,7,P35,sweets,83
C98,7,P37,sweets,83
C100,8,P66,bws,109
C100,8,P62,bws,109
C100,8,P65,bws,109
C102,1,P02,house,41
C102,1,P05,house,41
C113,5,P25,fruit_veg,56
C114,3,P39,sweets,21
C114,3,P39,sweets,21
C114,3,P36,sweets,21
C117,10,P37,sweets,41
C117,10,P37,sweets,41
C119,7,P36,sweets,94
C124,7,P37,sweets,40
C125,1,P26,fruit_veg,48
C125,1,P28,fruit_veg,48
C128,5,P40,sweets,84
C128,5,P40,sweets,84
C128,5,P36,sweets,84
C131,4,P19,clothes,89
C133,3,P32,fruit_veg,114
C133,3,P23,fruit_veg,114
C135,2,P23,fruit_veg,91
C135,2,P30,fruit_veg,91
C8,7,P33,fruit_veg,113
C8,7,P31,fruit_veg,113
C11,4,P47,food,110
C14,3,P35,sweets,42
C14,3,P40,sweets,42
C14,3,P36,sweets,42
C22,1,P03,house,82
C23,10,P30,fruit_veg,50
C23,10,P32,fruit_veg,50
C27,10,P38,sweets,95
C27,10,P38,sweets,95
C27,10,P35,sweets,95
C36,5,P37,sweets,108
C38,7,P45,food,100
C41,9,P24,fruit_veg,63
C41,9,P30,fruit_veg,63
C41,9,P25,fruit_veg,63
C45,10,P59,food,80
C45,10,P43,food,80
C52,1,P22,fruit_veg,85
C52,1,P34,fruit_veg,85
C52,1,P31,fruit_veg,85
C62,6,P03,house,102
C62,6,P10,house,102
C86,8,P35,sweets,80
C94,10,P04,house,33
C94,10,P12,house,33
C94,10,P09,house,33
C96,10,P36,sweets,50
C96,10,P38,sweets,50
C97,9,P62,bws,110
C97,9,P62,bws,110
C97,9,P61,bws,110
C100,8,P40,sweets,109
C100,8,P35,sweets,109
C106,5,P28,fruit_veg,36
C106,5,P23,fruit_veg,36
C106,5,P25,fruit_veg,36
C117,10,P22,fruit_veg,41
C117,10,P33,fruit_veg,41
C119,7,P20,clothes,94
C8,7,P29,fruit_veg,113
C8,7,P24,fruit_veg,113
C17,2,P03,house,115
C38,7,P25,fruit_veg,100
C38,7,P31,fruit_veg,100
C38,7,P22,fruit_veg,100
C41,9,P13,clothes,63
C54,2,P14,clothes,111
C65,2,P28,fruit_veg,100
C65,2,P25,fruit_veg,100
C66,10,P57,food,96
C67,4,P34,fruit_veg,61
C70,9,P56,food,42
C77,9,P52,food,55
C86,8,P56,food,80
C88,1,P35,sweets,114
C88,1,P40,sweets,114
C91,3,P39,sweets,53
C91,3,P38,sweets,53
C91,3,P36,sweets,53
C105,8,P06,house,122
C105,8,P08,house,122
C116,5,P65,bws,27
C124,7,P07,house,40
C124,7,P07,house,40
C126,4,P28,fruit_veg,35
C126,4,P22,fruit_veg,35
C126,4,P22,fruit_veg,35
C8,7,P33,fruit_veg,113
C8,7,P22,fruit_veg,113
C10,5,P52,food,103
C10,5,P42,food,103
C10,5,P42,food,103
C17,2,P08,house,115
C17,2,P02,house,115
C20,2,P22,fruit_veg,61
C20,2,P32,fruit_veg,61
C20,2,P33,fruit_veg,61
C21,5,P29,fruit_veg,63
C21,5,P23,fruit_veg,63
C27,10,P38,sweets,95
C27,10,P35,sweets,95
C27,10,P37,sweets,95
C29,7,P59,food,82
C29,7,P46,food,82
C29,7,P42,food,82
C37,9,P11,house,80
C37,9,P05,house,80
C37,9,P09,house,80
C42,2,P25,fruit_veg,36
C42,2,P23,fruit_veg,36
C42,2,P33,fruit_veg,36
C48,4,P51,food,51
C48,4,P43,food,51
C48,4,P54,food,51
C56,4,P09,house,49
C56,4,P07,house,49
C56,4,P03,house,49
C60,10,P23,fruit_veg,77
C62,6,P23,fruit_veg,102
C66,10,P42,food,96
C66,10,P45,food,96
C73,2,P65,bws,96
C73,2,P66,bws,96
C74,5,P52,food,111
C77,9,P56,food,55
C80,9,P45,food,73
C80,9,P42,food,73
C96,10,P40,sweets,50
C96,10,P40,sweets,50
C97,9,P38,sweets,110
C97,9,P35,sweets,110
C100,8,P62,bws,109
C108,8,P30,fruit_veg,81
C108,8,P22,fruit_veg,81
C109,6,P39,sweets,43
C109,6,P39,sweets,43
C115,1,P32,fruit_veg,42
C115,1,P31,fruit_veg,42
C115,1,P22,fruit_veg,42
C120,9,P09,house,52
C120,9,P04,house,52
C120,9,P07,house,52
C123,3,P48,food,59
C123,3,P46,food,59
C123,3,P46,food,59
C125,1,P40,sweets,48
C125,1,P35,sweets,48
C135,2,P22,fruit_veg,91
C135,2,P26,fruit_veg,91
C137,9,P32,fruit_veg,116
C8,7,P23,fruit_veg,113
C8,7,P32,fruit_veg,113
C10,5,P09,house,103
C11,4,P59,food,110
C11,4,P57,food,110
C15,6,P11,house,77
C15,6,P01,house,77
C17,2,P46,food,115
C17,2,P53,food,115
C18,8,P23,fruit_veg,35
C19,6,P44,food,49
C23,10,P24,fruit_veg,50
C23,10,P31,fruit_veg,50
C25,9,P40,sweets,124
C25,9,P35,sweets,124
C33,5,P25,fruit_veg,39
C34,3,P26,fruit_veg,66
C34,3,P28,fruit_veg,66
C38,7,P29,fruit_veg,100
C38,7,P23,fruit_veg,100
C38,7,P28,fruit_veg,100
C41,9,P66,bws,63
C45,10,P50,food,80
C45,10,P56,food,80
C48,4,P56,food,51
C53,4,P34,fruit_veg,78
C53,4,P26,fruit_veg,78
C53,4,P27,fruit_veg,78
C54,2,P27,fruit_veg,111
C54,2,P31,fruit_veg,111
C57,2,P36,sweets,67
C57,2,P39,sweets,67
C57,2,P35,sweets,67
C70,9,P34,fruit_veg,42
C70,9,P34,fruit_veg,42
C70,9,P29,fruit_veg,42
C80,9,P46,food,73
C84,1,P12,house,54
C84,1,P05,house,54
C84,1,P09,house,54
C98,7,P40,sweets,83
C100,8,P33,fruit_veg,109
C100,8,P26,fruit_veg,109
C104,7,P63,bws,104
C112,3,P38,sweets,108
C120,9,P31,fruit_veg,52
C120,9,P23,fruit_veg,52
C120,9,P27,fruit_veg,52
C137,9,P34,fruit_veg,116
C3,8,P03,house,48
C11,4,P49,food,110
C11,4,P50,food,110
C11,4,P51,food,110
C15,6,P42,food,77
C21,5,P28,fruit_veg,63
C27,10,P22,fruit_veg,95
C27,10,P32,fruit_veg,95
C27,10,P30,fruit_veg,95
C35,7,P62,bws,46
C35,7,P61,bws,46
C35,7,P64,bws,46
C38,7,P59,food,100
C38,7,P43,food,100
C51,3,P04,house,79
C52,1,P34,fruit_veg,85
C52,1,P28,fruit_veg,85
C75,8,P21,clothes,52
C75,8,P16,clothes,52
C75,8,P16,clothes,52
C96,10,P36,sweets,50
C96,10,P38,sweets,50
C96,10,P37,sweets,50
C98,7,P36,sweets,83
C98,7,P38,sweets,83
C98,7,P40,sweets,83
C99,9,P11,house,77
C99,9,P06,house,77
C99,9,P12,house,77
C101,2,P40,sweets,63
C101,2,P36,sweets,63
C104,7,P44,food,104
C104,7,P55,food,104
C104,7,P55,food,104
C109,6,P38,sweets,43
C123,3,P27,fruit_veg,59
C128,5,P11,house,84
C128,5,P07,house,84
C131,4,P59,food,89
C131,4,P44,food,89
C134,6,P04,house,62
C137,9,P54,food,116
C137,9,P50,food,116
C1,7,P29,fruit_veg,39
C1,7,P30,fruit_veg,39
C1,7,P31,fruit_veg,39
C5,7,P40,sweets,37
C5,7,P36,sweets,37
C5,7,P37,sweets,37
C8,7,P26,fruit_veg,113
C12,8,P18,clothes,88
C12,8,P13,clothes,88
C12,8,P15,clothes,88
C16,5,P23,fruit_veg,110
C16,5,P22,fruit_veg,110
C16,5,P30,fruit_veg,110
C20,2,P46,food,61
C21,5,P42,food,63
C21,5,P48,food,63
C22,1,P37,sweets,82
C22,1,P38,sweets,82
C25,9,P40,sweets,124
C25,9,P39,sweets,124
C27,10,P35,sweets,95
C32,3,P25,fruit_veg,37
C32,3,P32,fruit_veg,37
C33,5,P28,fruit_veg,39
C33,5,P33,fruit_veg,39
C33,5,P32,fruit_veg,39
C36,5,P35,sweets,108
C36,5,P38,sweets,108
C36,5,P38,sweets,108
C55,8,P51,food,78
C55,8,P54,food,78
C56,4,P39,sweets,49
C56,4,P40,sweets,49
C56,4,P40,sweets,49
C69,7,P29,fruit_veg,50
C69,7,P31,fruit_veg,50
C69,7,P31,fruit_veg,50
C71,8,P05,house,49
C71,8,P09,house,49
C71,8,P04,house,49
C74,5,P48,food,111
C74,5,P52,food,111
C74,5,P46,food,111
C82,9,P06,house,70
C82,9,P09,house,70
C90,3,P17,clothes,85
C90,3,P21,clothes,85
C97,9,P53,food,110
C97,9,P53,food,110
C98,7,P36,sweets,83
C98,7,P40,sweets,83
C99,9,P07,house,77
C104,7,P06,house,104
C105,8,P08,house,122
C107,3,P14,clothes,114
C107,3,P16,clothes,114
C123,3,P32,fruit_veg,59
C123,3,P25,fruit_veg,59
C126,4,P26,fruit_veg,35
C126,4,P33,fruit_veg,35
C126,4,P25,fruit_veg,35
C128,5,P58,food,84
C128,5,P47,food,84
C128,5,P43,food,84
C17,2,P58,food,115
C17,2,P43,food,115
C17,2,P52,food,115
C22,1,P09,house,82
C25,9,P36,sweets,124
C25,9,P35,sweets,124
C25,9,P37,sweets,124
C30,4,P36,sweets,41
C30,4,P39,sweets,41
C31,9,P30,fruit_veg,108
C31,9,P28,fruit_veg,108
C31,9,P32,fruit_veg,108
C36,5,P40,sweets,108
C36,5,P39,sweets,108
C36,5,P37,sweets,108
C37,9,P63,bws,80
C37,9,P64,bws,80
C48,4,P57,food,51
C48,4,P46,food,51
C48,4,P52,food,51
C54,2,P55,food,111
C54,2,P48,food,111
C62,6,P24,fruit_veg,102
C64,10,P59,food,34
C87,3,P08,house,78
C87,3,P05,house,78
C88,1,P62,bws,114
C93,5,P18,clothes,70
C95,7,P66,bws,37
C95,7,P66,bws,37
C95,7,P61,bws,37
C96,10,P40,sweets,50
C96,10,P39,sweets,50
C96,10,P40,sweets,50
C100,8,P35,sweets,109
C105,8,P54,food,122
C105,8,P43,food,122
C108,8,P47,food,81
C112,3,P35,sweets,108
C118,7,P53,food,54
C118,7,P47,food,54
C119,7,P08,house,94
C119,7,P10,house,94
C119,7,P06,house,94
C125,1,P26,fruit_veg,48
C125,1,P31,fruit_veg,48
C129,7,P08,house,44
C131,4,P57,food,89
C131,4,P46,food,89
C134,6,P49,food,62
C1,7,P25,fruit_veg,39
C1,7,P27,fruit_veg,39
C12,8,P08,house,88
C15,6,P57,food,77
C15,6,P58,food,77
C15,6,P42,food,77
C25,9,P35,sweets,124
C45,10,P46,food,80
C45,10,P45,food,80
C52,1,P36,sweets,85
C59,6,P43,food,29
C59,6,P55,food,29
C59,6,P46,food,29
C66,10,P40,sweets,96
C66,10,P35,sweets,96
C68,8,P31,fruit_veg,32
C68,8,P33,fruit_veg,32
C78,9,P22,fruit_veg,99
C78,9,P28,fruit_veg,99
C78,9,P28,fruit_veg,99
C82,9,P12,house,70
C82,9,P12,house,70
C83,8,P38,sweets,117
C83,8,P40,sweets,117
C86,8,P36,sweets,80
C86,8,P36,sweets,80
C92,1,P01,house,44
C99,9,P42,food,77
C99,9,P55,food,77
C100,8,P08,house,109
C100,8,P12,house,109
C102,1,P35,sweets,41
C102,1,P36,sweets,41
C102,1,P35,sweets,41
C104,7,P44,food,104
C104,7,P48,food,104
C104,7,P43,food,104
C109,6,P37,sweets,43
C112,3,P24,fruit_veg,108
C112,3,P29,fruit_veg,108
C122,10,P58,food,125
C122,10,P59,food,125
C122,10,P45,food,125
C123,3,P23,fruit_veg,59
C123,3,P27,fruit_veg,59
C123,3,P26,fruit_veg,59
C127,4,P27,fruit_veg,106
C127,4,P25,fruit_veg,106
C131,4,P22,fruit_veg,89
C131,4,P29,fruit_veg,89
C5,7,P44,food,37
C5,7,P47,food,37
C5,7,P59,food,37
C8,7,P23,fruit_veg,113
C8,7,P24,fruit_veg,113
C8,7,P30,fruit_veg,113
C15,6,P07,house,77
C15,6,P05,house,77
C15,6,P08,house,77
C19,6,P45,food,49
C22,1,P40,sweets,82
C22,1,P38,sweets,82
C28,3,P53,food,94
C28,3,P48,food,94
C31,9,P23,fruit_veg,108
C31,9,P31,fruit_veg,108
C31,9,P25,fruit_veg,108
C38,7,P56,food,100
C80,9,P09,house,73
C80,9,P11,house,73
C80,9,P02,house,73
C90,3,P35,sweets,85
C90,3,P37,sweets,85
C90,3,P40,sweets,85
C97,9,P37,sweets,110
C104,7,P60,food,104
C104,7,P57,food,104
C104,7,P55,food,104
C107,3,P44,food,114
C107,3,P55,food,114
C107,3,P48,food,114
C108,8,P27,fruit_veg,81
C108,8,P28,fruit_veg,81
C108,8,P30,fruit_veg,81
C111,1,P50,food,54
C111,1,P41,food,54
C115,1,P38,sweets,42
C115,1,P40,sweets,42
C118,7,P51,food,54
C118,7,P60,food,54
C118,7,P58,food,54
C119,7,P11,house,94
C123,3,P38,sweets,59
C123,3,P40,sweets,59
C123,3,P40,sweets,59
C130,7,P37,sweets,89
C134,6,P46,food,62
C134,6,P59,food,62
C135,2,P28,fruit_veg,91
C135,2,P28,fruit_veg,91
C135,2,P31,fruit_veg,91
C3,8,P24,fruit_veg,48
C3,8,P32,fruit_veg,48
C3,8,P27,fruit_veg,48
C8,7,P25,fruit_veg,113
C8,7,P31,fruit_veg,113
C19,6,P47,food,49
C22,1,P05,house,82
C22,1,P05,house,82
C22,1,P07,house,82
C36,5,P39,sweets,108
C55,8,P06,house,78
C55,8,P09,house,78
C60,10,P05,house,77
C60,10,P12,house,77
C60,10,P02,house,77
C76,10,P64,bws,62
C76,10,P62,bws,62
C76,10,P64,bws,62
C78,9,P66,bws,99
C79,1,P21,clothes,60
C83,8,P36,sweets,117
C88,1,P12,house,114
C88,1,P01,house,114
C98,7,P39,sweets,83
C98,7,P36,sweets,83
C104,7,P11,house,104
C104,7,P01,house,104
C104,7,P06,house,104
C112,3,P30,fruit_veg,108
C112,3,P28,fruit_veg,108
C112,3,P29,fruit_veg,108
C137,9,P28,fruit_veg,116
C137,9,P33,fruit_veg,116
C137,9,P34,fruit_veg,116
C8,7,P25,fruit_veg,113
C12,8,P15,clothes,88
C12,8,P20,clothes,88
C15,6,P10,house,77
C15,6,P01,house,77
C16,5,P23,fruit_veg,110
C18,8,P48,food,35
C18,8,P54,food,35
C23,10,P07,house,50
C23,10,P01,house,50
C23,10,P03,house,50
C24,6,P40,sweets,109
C24,6,P38,sweets,109
C25,9,P40,sweets,124
C25,9,P38,sweets,124
C27,10,P32,fruit_veg,95
C27,10,P26,fruit_veg,95
C27,10,P33,fruit_veg,95
C31,9,P22,fruit_veg,108
C31,9,P25,fruit_veg,108
C37,9,P66,bws,80
C37,9,P65,bws,80
C37,9,P64,bws,80
C47,2,P23,fruit_veg,76
C49,7,P29,fruit_veg,52
C49,7,P27,fruit_veg,52
C52,1,P66,bws,85
C52,1,P62,bws,85
C52,1,P62,bws,85
C54,2,P25,fruit_veg,111
C65,2,P53,food,100
C70,9,P25,fruit_veg,42
C70,9,P23,fruit_veg,42
C70,9,P29,fruit_veg,42
C71,8,P64,bws,49
C82,9,P10,house,70
C85,8,P09,house,57
C85,8,P08,house,57
C87,3,P53,food,78
C95,7,P61,bws,37
C95,7,P61,bws,37
C97,9,P39,sweets,110
C99,9,P02,house,77
C99,9,P12,house,77
C99,9,P10,house,77
C119,7,P37,sweets,94
C119,7,P37,sweets,94
C120,9,P54,food,52
C120,9,P55,food,52
C120,9,P50,food,52
C131,4,P22,fruit_veg,89
C131,4,P22,fruit_veg,89
C15,6,P26,fruit_veg,77
C15,6,P28,fruit_veg,77
C15,6,P33,fruit_veg,77
C19,6,P66,bws,49
C19,6,P65,bws,49
C22,1,P38,sweets,82
C28,3,P44,food,94
C28,3,P46,food,94
C28,3,P55,food,94
C29,7,P52,food,82
C29,7,P53,food,82
C31,9,P37,sweets,108
C34,3,P24,fruit_veg,66
C35,7,P65,bws,46
C35,7,P65,bws,46
C54,2,P15,clothes,111
C57,2,P32,fruit_veg,67
C57,2,P33,fruit_veg,67
C58,6,P34,fruit_veg,85
C58,6,P34,fruit_veg,85
C58,6,P23,fruit_veg,85
C69,7,P22,fruit_veg,50
C69,7,P27,fruit_veg,50
C69,7,P32,fruit_veg,50
C76,10,P51,food,62
C76,10,P41,food,62
C81,7,P25,fruit_veg,42
C81,7,P25,fruit_veg,42
C90,3,P38,sweets,85
C97,9,P61,bws,110
C98,7,P39,sweets,83
C105,8,P32,fruit_veg,122
C112,3,P25,fruit_veg,108
C121,10,P08,house,41
C121,10,P10,house,41
C121,10,P08,house,41
C122,10,P52,food,125
C127,4,P21,clothes,106
C127,4,P13,clothes,106
C127,4,P16,clothes,106
C128,5,P07,house,84
C128,5,P07,house,84
C128,5,P08,house,84
C130,7,P38,sweets,89
C130,7,P40,sweets,89
C130,7,P40,sweets,89
C137,9,P24,fruit_veg,116
C137,9,P31,fruit_veg,116
C137,9,P28,fruit_veg,116
C4,5,P63,bws,38
C4,5,P62,bws,38
C9,8,P36,sweets,23
C9,8,P39,sweets,23
C9,8,P40,sweets,23
C12,8,P13,clothes,88
C13,8,P02,house,30
C13,8,P06,house,30
C17,2,P49,food,115
C21,5,P26,fruit_veg,63
C25,9,P40,sweets,124
C25,9,P35,sweets,124
C25,9,P40,sweets,124
C30,4,P01,house,41
C30,4,P02,house,41
C30,4,P02,house,41
C38,7,P27,fruit_veg,100
C38,7,P27,fruit_veg,100
C51,3,P25,fruit_veg,79
C52,1,P11,house,85
C52,1,P11,house,85
C52,1,P06,house,85
C54,2,P28,fruit_veg,111
C54,2,P31,fruit_veg,111
C54,2,P29,fruit_veg,111
C65,2,P57,food,100
C65,2,P47,food,100
C79,1,P48,food,60
C79,1,P52,food,60
C79,1,P49,food,60
C83,8,P59,food,117
C83,8,P46,food,117
C93,5,P37,sweets,70
C97,9,P39,sweets,110
C97,9,P36,sweets,110
C97,9,P39,sweets,110
C98,7,P37,sweets,83
C98,7,P40,sweets,83
C98,7,P35,sweets,83
C104,7,P41,food,104
C105,8,P26,fruit_veg,122
C105,8,P32,fruit_veg,122
C107,3,P57,food,114
C107,3,P42,food,114
C107,3,P57,food,114
C108,8,P31,fruit_veg,81
C108,8,P33,fruit_veg,81
C112,3,P24,fruit_veg,108
C112,3,P34,fruit_veg,108
C115,1,P35,sweets,42
C122,10,P30,fruit_veg,125
C124,7,P63,bws,40
C124,7,P64,bws,40
C124,7,P62,bws,40
C126,4,P25,fruit_veg,35
C127,4,P05,house,106
C127,4,P12,house,106
C128,5,P05,house,84
C128,5,P11,house,84
C137,9,P57,food,116
C137,9,P51,food,116
C6,10,P48,food,31
C22,1,P37,sweets,82
C22,1,P35,sweets,82
C22,1,P36,sweets,82
C25,9,P36,sweets,124
C25,9,P35,sweets,124
C26,1,P35,sweets,37
C26,1,P37,sweets,37
C27,10,P22,fruit_veg,95
C27,10,P32,fruit_veg,95
C27,10,P24,fruit_veg,95
C28,3,P59,food,94
C28,3,P48,food,94
C29,7,P53,food,82
C29,7,P49,food,82
C29,7,P46,food,82
C30,4,P07,house,41
C30,4,P12,house,41
C38,7,P12,house,100
C38,7,P11,house,100
C39,2,P20,clothes,82
C42,2,P33,fruit_veg,36
C42,2,P30,fruit_veg,36
C42,2,P27,fruit_veg,36
C49,7,P43,food,52
C49,7,P46,food,52
C49,7,P56,food,52
C65,2,P29,fruit_veg,100
C65,2,P25,fruit_veg,100
C66,10,P50,food,96
C73,2,P25,fruit_veg,96
C73,2,P29,fruit_veg,96
C73,2,P23,fruit_veg,96
C74,5,P50,food,111
C80,9,P37,sweets,73
C80,9,P36,sweets,73
C86,8,P54,food,80
C86,8,P50,food,80
C86,8,P59,food,80
C88,1,P62,bws,114
C89,8,P34,fruit_veg,96
C89,8,P23,fruit_veg,96
C89,8,P28,fruit_veg,96
C90,3,P48,food,85
C90,3,P41,food,85
C96,10,P39,sweets,50
C96,10,P37,sweets,50
C97,9,P61,bws,110
C99,9,P28,fruit_veg,77
C99,9,P34,fruit_veg,77
C104,7,P43,food,104
C104,7,P44,food,104
C104,7,P53,food,104
C108,8,P23,fruit_veg,81
C108,8,P30,fruit_veg,81
C110,3,P56,food,34
C110,3,P49,food,34
C110,3,P45,food,34
C113,5,P39,sweets,56
C123,3,P26,fruit_veg,59
C128,5,P06,house,84
C129,7,P02,house,44
C136,10,P12,house,50
C14,3,P40,sweets,42
C14,3,P35,sweets,42
C14,3,P39,sweets,42
C15,6,P12,house,77
C16,5,P35,sweets,110
C16,5,P37,sweets,110
C16,5,P38,sweets,110
C34,3,P35,sweets,66
C38,7,P12,house,100
C38,7,P09,house,100
C39,2,P38,sweets,82
C41,9,P25,fruit_veg,63
C46,5,P02,house,59
C74,5,P59,food,111
C74,5,P55,food,111
C76,10,P62,bws,62
C76,10,P66,bws,62
C76,10,P62,bws,62
C78,9,P35,sweets,99
C78,9,P39,sweets,99
C78,9,P40,sweets,99
C83,8,P07,house,117
C83,8,P07,house,117
C83,8,P07,house,117
C85,8,P08,house,57
C85,8,P11,house,57
C85,8,P05,house,57
C86,8,P35,sweets,80
C86,8,P40,sweets,80
C86,8,P40,sweets,80
C87,3,P50,food,78
C87,3,P48,food,78
C87,3,P42,food,78
C101,2,P41,food,63
C101,2,P44,food,63
C102,1,P42,food,41
C102,1,P50,food,41
C112,3,P31,fruit_veg,108
C123,3,P33,fruit_veg,59
C123,3,P27,fruit_veg,59
C125,1,P30,fruit_veg,48
C126,4,P60,food,35
C126,4,P41,food,35
C133,3,P35,sweets,114
C133,3,P36,sweets,114
C135,2,P31,fruit_veg,91
C135,2,P32,fruit_veg,91
C135,2,P32,fruit_veg,91
C137,9,P33,fruit_veg,116
C10,5,P60,food,103
C10,5,P42,food,103
C10,5,P43,food,103
C15,6,P42,food,77
C15,6,P51,food,77
C15,6,P60,food,77
C16,5,P62,bws,110
C19,6,P65,bws,49
C19,6,P66,bws,49
C24,6,P64,bws,109
C24,6,P64,bws,109
C25,9,P36,sweets,124
C25,9,P38,sweets,124
C28,3,P57,food,94
C28,3,P48,food,94
C37,9,P60,food,80
C37,9,P44,food,80
C38,7,P07,house,100
C41,9,P18,clothes,63
C41,9,P20,clothes,63
C41,9,P15,clothes,63
C44,9,P57,food,59
C44,9,P54,food,59
C44,9,P44,food,59
C45,10,P45,food,80
C51,3,P45,food,79
C51,3,P52,food,79
C51,3,P45,food,79
C65,2,P46,food,100
C69,7,P53,food,50
C73,2,P28,fruit_veg,96
C73,2,P24,fruit_veg,96
C75,8,P17,clothes,52
C82,9,P10,house,70
C85,8,P02,house,57
C86,8,P40,sweets,80
C97,9,P27,fruit_veg,110
C97,9,P32,fruit_veg,110
C103,7,P64,bws,36
C103,7,P62,bws,36
C103,7,P65,bws,36
C107,3,P14,clothes,114
C112,3,P29,fruit_veg,108
C113,5,P28,fruit_veg,56
C113,5,P28,fruit_veg,56
C115,1,P10,house,42
C115,1,P09,house,42
C119,7,P36,sweets,94
C122,10,P58,food,125
C122,10,P43,food,125
C122,10,P45,food,125
C126,4,P62,bws,35
C126,4,P64,bws,35
C128,5,P31,fruit_veg,84
C128,5,P33,fruit_veg,84
C130,7,P36,sweets,89
C133,3,P22,fruit_veg,114
C135,2,P31,fruit_veg,91
C16,5,P31,fruit_veg,110
C25,9,P37,sweets,124
C28,3,P42,food,94
C28,3,P48,food,94
C31,9,P38,sweets,108
C31,9,P40,sweets,108
C31,9,P38,sweets,108
C45,10,P08,house,80
C52,1,P63,bws,85
C52,1,P66,bws,85
C52,1,P63,bws,85
C55,8,P38,sweets,78
C55,8,P37,sweets,78
C55,8,P39,sweets,78
C66,10,P66,bws,96
C66,10,P63,bws,96
C74,5,P51,food,111
C78,9,P62,bws,99
C78,9,P64,bws,99
C80,9,P35,sweets,73
C80,9,P39,sweets,73
C80,9,P40,sweets,73
C84,1,P09,house,54
C84,1,P10,house,54
C84,1,P09,house,54
C88,1,P02,house,114
C88,1,P04,house,114
C100,8,P10,house,109
C105,8,P26,fruit_veg,122
C105,8,P25,fruit_veg,122
C107,3,P17,clothes,114
C108,8,P24,fruit_veg,81
C108,8,P26,fruit_veg,81
C108,8,P29,fruit_veg,81
C114,3,P38,sweets,21
C114,3,P39,sweets,21
C114,3,P40,sweets,21
C126,4,P06,house,35
C126,4,P09,house,35
C127,4,P30,fruit_veg,106
C127,4,P34,fruit_veg,106
C127,4,P27,fruit_veg,106
C128,5,P28,fruit_veg,84
C137,9,P41,food,116
C137,9,P53,food,116
C16,5,P25,fruit_veg,110
C21,5,P33,fruit_veg,63
C21,5,P29,fruit_veg,63
C21,5,P34,fruit_veg,63
C24,6,P66,bws,109
C25,9,P36,sweets,124
C34,3,P60,food,66
